Temperature (K),Luminosity (L/Lo),Radius (R/Ro),Absolute magnitude (Mv),Star type,Star category,Star color,Spectral Class 
2538,0.0021210574976929532,0.1904423797165486,23.73125497902089,1,f,Yellow,O
2225,0.0007269589122639725,0.14664013933753425,20.37252958542652,1,D,yellow-orange,A
2632,0.0022958697853942647,0.16593954727145172,18.774886226468396,4,w,"Red,Blue",O
2889,0.0021727979992074227,0.10609305413658225,15.130212127547802,5,D,Yellow,M
2505,0.0019106038667663257,0.10840851859806018,18.836121654063955,5,r,yellow-orange,M
2095,0.001026655659378097,0.1769145421208838,20.84169034008398,1,B,yellow-orange,G
2159,0.00038610755819878104,0.13777636176035632,21.45566868255818,5, ,yellow-orange,A
2570,0.002484697941121236,0.14600875459379464,18.213192268108614,2,n,yellow-orange,F
2450,0.0019883137697939094,0.12865685475466873,17.875792422864542,4,D,yellow-orange,G
2764,0.0024203373384916785,0.1168434365591402,16.003475339696493,4,a,yellow-orange,G
2285,0.0013708874970359513,0.1585236751472912,19.21267703310442,4,w,"Red,Blue",K
2019,0.0014083727121454218,0.11435652107378613,24.06113109246001,5,B,"Red,Blue",G
2705,0.0019059230613489777,0.13085328639544214,25.01860330633715,2,w,white,O
2018,0.002297038312335676,0.12106929356398795,21.37913466024162,2, ,Yellow,B
2830,0.0008594092942562664,0.19903177636466887,16.9663001922557,4,r,"Red,Blue",M
2594,0.002015216866947689,0.16738062970532647,17.354431636335757,0, ,yellow-orange,M
2087,0.0019363895734616243,0.1108165688048481,20.805647485651118,2,f,white,M
2582,0.0019222508538952203,0.12857881463757517,24.041518550427362,3,B,yellow-orange,M
2725,0.0002745853041949567,0.1032628359827229,19.136162331154416,4, ,yellow-orange,F
2932,0.0009421888591010902,0.17769670003463317,23.564981978691247,2,r,yellow-orange,A
2095,0.0004758736230245938,0.17457816076107133,20.449040318057634,0,B,Yellow,F
2951,0.0015653071753524584,0.17428987988854294,22.107485401330624,5,w,white,F
2995,0.0018213964981231379,0.12298607665060521,19.66523654096745,1, ,Yellow,M
2629,0.0016490662524899214,0.10704247175128911,24.868966127093085,2,a,Yellow,G
2036,0.0014130751540473645,0.12982059724529826,24.692525074508737,4,w,"Red,Blue",B
2437,0.0020361769990701016,0.19686504994496637,21.88932486669405,0,n,Yellow,A
2755,0.00016701880234031838,0.10751581008071187,18.67361086875571,5,w,white,A
2882,0.0016067522664340121,0.13268516603383518,16.12661533114321,5,B,yellow-orange,G
2775,0.0007142235693048701,0.19997532687080455,23.063757999486732,4,r,Yellow,B
2003,0.000588103637588661,0.17663567901890684,15.382650981048375,2,D,"Red,Blue",M
2535,0.002184188593944611,0.14686771094011755,19.245423946161257,4,r,Yellow,F
2714,0.001106597372213132,0.14682971045921733,21.351794864086575,0,w,"Red,Blue",M
2748,0.0021057450985998098,0.15378288448468602,20.804901001823225,1,n,"Red,Blue",B
2227,0.0017944910731469027,0.11749532288866364,23.56046675642015,3,r,yellow-orange,G
2657,0.0020046926114222507,0.1400236175515365,20.399759992955584,3,B,yellow-orange,A
2876,0.0013173014718914596,0.1865870561778011,21.73728970328143,5, ,yellow-orange,F
2635,0.000791618428685877,0.1540073252809234,17.259892569920797,4,f,yellow-orange,G
2933,0.0006364294729399042,0.19293928435678043,16.172170134410926,4,w,yellow-orange,A
2056,0.0014895486511228631,0.10466213408266772,20.383594072636036,2,w,yellow-orange,G
2313,0.002013373924697449,0.15457880239587113,16.051716752266742,2,n,white,G
2809,0.0014063291095811944,0.1759911640260864,22.394477053361893,1,w,"Red,Blue",M
2703,0.0008055273746033442,0.1891898266719756,16.407789639172922,3,D,"Red,Blue",M
2274,0.00019991714887248398,0.14480611015863992,17.28252781909735,2, ,yellow-orange,B
2751,0.0013545158511423202,0.16690269872965008,18.38900492520851,2,n,white,O
2080,0.0014421965596389788,0.15733202321956946,20.811727961289428,2,w,Yellow,K
2207,0.0015407992273430906,0.1963593298403319,19.81467391928309,2,B,yellow-orange,K
2689,0.0019869115938303443,0.1933051160863516,22.06281678570022,5, ,Yellow,M
2862,0.00013394203340816226,0.15392472123047357,18.969694949719706,0, ,white,F
2449,0.0020728180262214848,0.10630109102909663,17.54906874474824,1,r,"Red,Blue",G
2387,0.0016652048913957753,0.14285205012424296,18.96414677510543,2,o,Yellow,O
2156,0.0017185290590518703,0.1662354331304109,17.11934506226883,4,B,yellow-orange,F
2371,0.002441581958150025,0.19289822010115443,21.615981660738747,4,a,white,O
2349,0.001238517473282627,0.11831048568662264,25.08159235080985,3,n,Yellow,M
2018,0.0014318362655217592,0.11192565196250732,22.293681188032494,5,w,Yellow,F
2806,0.0017730365551883076,0.19387121951441583,20.164957868551035,2,f,Yellow,O
2747,0.0016193868816514216,0.1623422534006733,20.87978776109012,3, ,white,G
2284,0.0023474284084519024,0.12079664916453947,21.23595858410591,3,n,white,A
2177,0.0007381403724351558,0.12850344855331833,20.634923757287392,0,n,yellow-orange,M
2773,0.0005272326517643588,0.1633415721515281,15.319668933023936,1,w,yellow-orange,O
2578,0.00021518948215063985,0.1808155329193717,20.297842014462734,5,o,yellow-orange,G
2491,0.00029403382511153224,0.11274695777265621,16.07802235474776,2,r,yellow-orange,O
2826,0.0009954087273034739,0.15996543535739838,23.744708659454975,3,o,"Red,Blue",F
2927,0.0002884741477303861,0.13635432162878575,22.632509736741962,0,f,white,O
2818,0.0019453635152770874,0.11912071352131835,17.14671436215337,0,r,yellow-orange,B
2270,0.0016139058749289877,0.10507854875270817,19.909513424248075,1,r,yellow-orange,M
2919,0.0022488348273139508,0.10117955433761511,15.584444955778787,3,B,"Red,Blue",A
2932,0.001652105211377971,0.18886296425385823,15.539901391638178,0,a,Yellow,G
2170,0.0016930368695476784,0.10447998859678503,15.584742763742643,2,w,yellow-orange,A
2817,0.0012049562814641069,0.19198118925267155,18.909418144779274,3,o,Yellow,K
2807,0.0005487836455258629,0.11757023850968128,16.949740880487244,1,B,yellow-orange,M
2744,0.0021495940874217017,0.1477698194683109,22.863665232369897,3,D,"Red,Blue",M
2582,0.002200992642612534,0.14281015075338777,24.939247764801493,3,D,white,A
2336,0.0020815887066576205,0.19982066615762156,20.275390066906994,2,w,"Red,Blue",K
2564,0.0003386461976351159,0.17919147743397634,21.788181746100733,4,B,white,G
2835,0.0024958099069595906,0.1746651714462132,16.65280773161536,3,B,yellow-orange,M
2939,0.0019526395111428313,0.15526948580185557,23.61706635688234,2,f,"Red,Blue",F
2302,0.001623068982137836,0.1013348103069402,21.559643916149795,4,f,white,A
2441,0.00110048717939878,0.1772255197376961,21.62367664824303,0,B,yellow-orange,A
2204,0.0003969979662945121,0.10141309420351735,17.70363060596989,5,f,"Red,Blue",K
2920,0.0007896806547176623,0.16105887766946583,15.783025773296913,5,o,white,A
2170,0.0014463568860041277,0.16093281770107265,20.429798367314504,3, ,Yellow,M
2172,0.001348406408248838,0.10960827596571024,19.410002849709734,3,f,"Red,Blue",F
2528,0.0002887643736290235,0.11495380366958974,17.076754696133975,0,a,Yellow,G
2843,0.0003104165840162403,0.12381729553999649,22.868446010357406,3,a,white,A
2069,0.0013607618967553816,0.1652517630823828,21.321643302904043,1,o,"Red,Blue",F
2969,0.0017907003963743007,0.1777987119997535,22.272507621715484,5,w,yellow-orange,G
2057,0.0012882413702817962,0.12337899264071489,24.046208126331777,1,B,yellow-orange,B
2572,0.001098515240604626,0.18304412190869093,18.78635585913276,3,B,"Red,Blue",K
2094,0.0019454610428655894,0.14455418709103893,19.486789539125468,3,B,yellow-orange,K
2189,0.0019255601363447484,0.17268779942679868,18.028499249063053,5,r,"Red,Blue",F
2880,0.00023190482777480075,0.10019395050277519,17.172038130010943,5,n,"Red,Blue",B
2011,0.002084323214939475,0.1964009039691237,20.251149819574945,1,r,"Red,Blue",B
2924,0.00038295031658339704,0.11395667186537146,23.7111249955432,2,w,white,B
2736,0.0011865611087127357,0.17708774007981593,16.606578333717234,4,f,"Red,Blue",B
2473,0.0013468375922963943,0.12261435974708035,16.646748583261985,2,w,white,B
2575,0.0016646760317339073,0.11571183357734326,21.455981416508898,3,w,Yellow,K
2272,0.0019244363337579274,0.154437772244576,21.42890863705432,3,n,Yellow,F
2792,0.0004530376569384126,0.11085584689070835,21.80238594734652,5,D,white,B
2205,0.0022127941561571806,0.19831901629680626,21.02843612478625,2,r,yellow-orange,K
2110,0.000963326751309239,0.1326616981622658,19.899505567378156,1,B,Yellow,G
2975,0.0016483686292699284,0.14044194566206897,17.860489223807065,0,a,yellow-orange,G
2790,0.0021892480366386613,0.17638881746545365,16.777320432122558,0,B,Yellow,K
2744,0.0005884787113641291,0.148635409725936,15.538061576485417,5,D,"Red,Blue",M
2985,0.0003335080190261186,0.14869416141179984,18.173428525258117,1, ,"Red,Blue",B
2351,0.0003417508147671361,0.18180583405656753,23.121164391779747,0,r,Yellow,M
2192,0.0014571251717535986,0.1206673736673453,19.232519637534033,0,r,yellow-orange,G
2925,0.0020497231600256757,0.1957898332098347,19.7525963038213,1,w,white,O
2498,0.0017892620455635165,0.11273919491802607,22.346150173012884,1,r,yellow-orange,A
2717,0.0006916066511463185,0.19351234037192586,20.318069738506537,2,o,"Red,Blue",A
2964,0.0022697952328828578,0.13713459799788652,19.894084392354586,1,f,white,A
2648,0.0008466097023484678,0.19424119289970487,19.62721140223453,3,w,yellow-orange,A
2467,0.0010203868382118308,0.14452828576590415,21.524012847477273,1,B,white,A
2297,0.0011293010733580157,0.17570563962981672,24.04407730565338,0,o,yellow-orange,G
2159,0.0010034447806745424,0.11085772387533109,23.772921212292445,1,B,Yellow,B
2490,0.0014433773885069777,0.13625154866246636,16.006573848838517,5,n,Yellow,M
2966,0.0010348330450308412,0.14261403390918823,15.230041652577587,3,D,yellow-orange,F
2973,0.0004605143015399679,0.1632950319898429,19.06273580786955,0,a,Yellow,M
2924,0.0012791296677279762,0.10386465970825287,18.297481747129318,5,w,yellow-orange,K
2576,0.000979458421353016,0.15811428936233723,17.61428722144949,5, ,white,A
2650,0.001949849611462658,0.17389858829692828,20.624918855883294,5,w,yellow-orange,F
2114,0.0019024029904015623,0.10659135354981503,22.200126468270305,4,n,Yellow,A
2272,0.0024250414167643936,0.10276465651776977,21.257698002854767,1,n,yellow-orange,O
2955,0.00039049574630847767,0.1650574232701783,21.389327244183896,4,D,white,M
2279,0.001719750287181155,0.11414377790211261,24.03312674853364,2,a,yellow-orange,F
2105,0.0019388303009704488,0.10291530055490486,20.766220675469754,3,D,"Red,Blue",G
2576,0.0008598684956658548,0.1284653694677887,20.691437279908534,1,B,yellow-orange,G
2643,0.001009318342083873,0.171806496150557,19.33973310633015,0,B,white,F
2449,0.0003652388573381347,0.18777251744515824,18.76971087123596,5,f,Yellow,A
2156,0.0017705168440629564,0.1633503695812319,18.830774514443235,2,a,yellow-orange,A
2701,0.001264567392613219,0.16774996846821455,22.08608453958907,0,B,"Red,Blue",F
2434,0.00013972045280848528,0.14732249707052963,16.441238102930196,5,w,"Red,Blue",B
2472,0.000970128770814673,0.17766443204802745,22.67977698606886,4,D,yellow-orange,A
2588,0.0011668219336704831,0.18834479341795796,24.435829326930993,1,a,white,O
2888,0.00011465707313584642,0.19362734262785958,15.805181546819458,5,r,Yellow,G
2027,0.0022104922622642373,0.130094890188846,21.079586373482044,4,D,"Red,Blue",F
2967,0.00021760754105256384,0.15908696924796173,18.16488206242347,2,f,Yellow,B
2649,0.0018463607756820843,0.19366145206674681,22.04172634010392,5,o,"Red,Blue",O
2906,0.001355287063679236,0.15313947786307291,24.249778794513446,5,f,"Red,Blue",A
2902,0.001064794917202457,0.18914334047827197,15.207208696226603,3,D,yellow-orange,G
2023,0.002418874472380053,0.1632394650163781,16.504854003022185,0,f,yellow-orange,K
2505,0.0007002402782615848,0.14192838348284734,19.187668363442413,5,D,yellow-orange,K
2331,0.0010625086985715246,0.15541051418532842,19.58518577800541,1,n,yellow-orange,B
2083,0.002454778923289789,0.17794113089497476,23.492725905481798,4,w,"Red,Blue",A
2436,0.002111588586698238,0.11262655246195918,25.05214999077932,3,r,"Red,Blue",M
2557,0.0024620084295287567,0.19869842608471394,21.82047933499184,3,a,Yellow,G
2942,0.0017091712382451376,0.19428372580502523,22.947513498910894,2,w,"Red,Blue",B
2255,0.0004145735356509441,0.19524028730790824,22.357644223274274,3,D,white,O
2603,0.00026715380149690786,0.11840046118834062,15.344806572745982,5,w,white,M
2200,0.002204483396786346,0.10899997497303548,20.070358689008472,4,B,white,F
2044,0.0012189026829473677,0.19621800434148903,16.289938495686133,1,w,Yellow,F
2139,0.002423145302458462,0.1547234880576116,19.093508098046215,1,a,white,B
2142,0.002246063342600249,0.14225586433373352,21.024686663876956,3,a,white,B
2391,0.0007391563180478806,0.190517600870581,18.759316717568254,1,f,yellow-orange,M
2403,0.00014008341419635668,0.17767585417014412,15.33122160117982,1,r,white,M
2632,0.0014008428993014198,0.1339466349645311,17.286063513657737,5,n,white,M
2440,0.0010318060966498272,0.17832745031432637,18.746704880616434,0,r,Yellow,M
2629,0.0015680866967543053,0.17669293834658142,22.659704374168925,4,a,"Red,Blue",K
2967,0.0022726527211969034,0.13128345963187588,20.898875472424432,2,D,Yellow,G
2287,0.001570439678701856,0.14008651512407444,20.915832477870946,0, ,white,O
2905,0.0002667309381976269,0.1323149910962216,22.75169340682194,2,B,white,K
2287,0.0009183522423850368,0.19832250214925987,21.39660370130695,0,o,"Red,Blue",O
2642,0.0010851848997284355,0.1778627239838508,19.666810630400303,5,o,"Red,Blue",F
2444,0.0008988131593795338,0.1512766635648216,16.10931840508344,2,f,Yellow,M
2355,0.0006519628594671724,0.10766130129531175,21.129552653084794,5,f,Yellow,K
2328,0.0023405455104645112,0.10482716492655765,18.454379314873933,2,r,yellow-orange,O
2136,0.0003529230830453634,0.1507810059966981,22.25190453526475,4,n,"Red,Blue",B
2973,0.0007328847262083828,0.12825247506300652,18.358777162022196,0, ,white,G
2760,0.002145418638597652,0.1381864786156554,18.545068957995348,0,n,Yellow,B
2540,0.002487561529854376,0.16614477012896645,15.429441878877126,1,w,"Red,Blue",F
2683,0.0013252343907695086,0.13680613098433925,18.8854268590755,4,D,yellow-orange,A
2130,0.0015371845917235148,0.12325425596700326,24.71403425450379,5,w,yellow-orange,G
2211,0.0023615365643172696,0.1254696133517219,24.371053078143166,2,n,"Red,Blue",A
2358,0.0009005313288646915,0.10674144089326416,20.374391718633678,4,o,"Red,Blue",B
2450,0.0011708810351872777,0.10876350083221095,17.42625599553684,0,a,"Red,Blue",A
2277,0.0021937204628942547,0.1260229487465995,23.91732476914092,2,w,Yellow,B
2424,0.002482548568788819,0.10699666778238841,19.57475080890992,2,r,yellow-orange,K
2924,0.001216480589705006,0.16721495963750493,15.734595573722133,4,D,white,A
2418,0.0010964489177558746,0.14177846282116136,23.35550028835,3,r,Yellow,K
2008,0.0009283042280432922,0.12622713013632925,21.602220957111577,2,r,yellow-orange,M
2223,0.0009599294148872088,0.17633984109118578,15.102451176564449,0, ,yellow-orange,M
2215,0.00022306964099064387,0.18162502135986194,23.281153577589883,0,w,white,G
2337,0.002028581070936314,0.1016426782755906,15.443284004597936,4,D,white,O
2109,0.0019798170140950203,0.16114162496382595,16.92252740097166,1,a,yellow-orange,K
2980,0.001974888483656745,0.15541995448270984,17.4421069319046,0,n,"Red,Blue",G
2194,0.0010531504895111771,0.11915762543686888,23.638148079550465,4,w,yellow-orange,K
2429,0.001132478132938682,0.1809074503804294,20.2617563977608,0,r,yellow-orange,A
2434,0.0020428022279177587,0.18340303763328608,16.963884212722505,3,B,yellow-orange,F
2611,0.001850074572684381,0.183244436138072,18.20245301233526,0,r,yellow-orange,K
2283,0.0022290769886815914,0.180033105773896,22.721992091792593,0, ,Yellow,O
2005,0.001301957273740995,0.15588453606671915,24.659734745266356,3,f,yellow-orange,K
2775,0.0003061384786710442,0.1870577300033943,23.090585006226462,1,r,Yellow,K
2079,0.0006954806788636355,0.15170844036009662,17.436480421135396,2,w,Yellow,K
2288,0.0023747872388412525,0.10184608178990576,22.267602082127855,5,a,white,M
2390,0.002375615205802173,0.18985464354273976,20.82085432554123,5, ,white,F
2647,0.00011702221327174947,0.1386122634803772,18.44698597812495,1,B,Yellow,K
2307,0.00042689721182851364,0.10990738974414098,20.34983952179569,5,f,white,K
2968,0.00065269395109091,0.1770220961187429,22.4073434136756,5, ,yellow-orange,O
2887,0.0011886128318057962,0.12381354375025688,22.465181503586912,5,a,Yellow,M
2333,0.0012253095366883918,0.18804020916322176,16.871622926272288,0,r,yellow-orange,F
2421,0.0014960644279200792,0.1228543448097514,22.30193132983172,5,D,Yellow,A
2465,0.0009053698642659229,0.1318339374433415,17.654434955653443,2,D,Yellow,M
2340,0.0008192713591189118,0.1402701344063889,23.01455087666256,0, ,yellow-orange,O
2981,0.00220069939931512,0.13734706481478695,21.017749991173556,0,w,yellow-orange,F
2066,0.001245780441436236,0.19683567366072527,16.98523361378334,3,B,Yellow,F
2511,0.0016840647743121022,0.19045584031806176,16.128978616961305,3,f,white,O
2987,0.0006703798330245397,0.13221288323169103,21.71042914950182,2,o,white,B
2638,0.0010271087236049335,0.13086881945682988,20.658392217977987,1,o,Yellow,O
2310,0.00026525993669263806,0.1395272809162586,16.065580305221946,5, ,yellow-orange,M
2113,0.0004463464624417536,0.13375297070459,19.734706409105844,0,n,"Red,Blue",A
2103,0.0008423611100041655,0.10393966174604269,17.671348452324924,0,w,"Red,Blue",G
2790,0.002322381614971478,0.17924078496669074,20.553300817082192,4, ,Yellow,G
2238,0.0022909982895117213,0.1812760413315938,20.351482163111985,4,o,yellow-orange,K
2286,0.0015833602062484487,0.18178814174796137,23.463760571493555,2,w,yellow-orange,A
2848,0.00016461025463722665,0.16473628370225868,17.501962410250783,5,o,Yellow,M
2991,0.0015427035736455025,0.17734666535671922,17.837541428392644,4,D,white,A
2584,0.0018653889639527283,0.1547349566573017,19.21798848154688,4,a,Yellow,F
2123,0.00044515890347479907,0.19074211672310074,21.323637150612118,1,D,"Red,Blue",F
2243,0.001147743181676808,0.13644055959819393,17.082186367584807,4, ,Yellow,G
2131,0.0019101708218591759,0.10605828645174037,15.347371793026177,0,w,yellow-orange,M
2688,0.0002095129725871102,0.1820778709172569,23.894394256120023,0,B,white,B
2075,0.002210712012130778,0.13204588230981762,21.202231861581893,4,a,yellow-orange,A
2311,0.001323861523051773,0.12857615603345082,24.66895764110203,1,w,Yellow,K
2776,0.00080593242372916,0.12521326116258272,15.511543084727029,4,r,yellow-orange,M
2128,0.001894161394607705,0.13498888075253462,18.284523986403894,3,r,white,A
2922,0.0007910917617119259,0.12045804763465356,19.76355296737243,3,D,yellow-orange,M
2130,0.0001989181334119434,0.12959690603647517,15.183490763457316,3,f,"Red,Blue",O
2742,0.00040160538036510424,0.18138700898537705,24.183796758204323,3, ,white,O
2440,0.0015209743700838323,0.11760257642093544,17.034235185518263,4,w,white,F
2509,0.0007709162369510939,0.15243298465286634,19.24331633549231,4,o,"Red,Blue",A
2292,0.0019065093628488712,0.1314355226208346,22.698992348726474,4,f,white,B
2183,0.002435348470879351,0.11882022401093381,22.481936175726183,5, ,"Red,Blue",A
2926,0.0003933028970493232,0.1787954347816202,19.03584192403296,3,n,Yellow,K
2098,0.0019183810501192144,0.19462805857458315,20.49578442993061,5,r,white,F
2498,0.0011224114518350566,0.1302768016210215,16.561373171849304,0,n,yellow-orange,M
2317,0.0018978074064315703,0.1025943630660548,19.967966118049624,1,r,white,O
2305,0.0019884401480919993,0.11894013705303846,15.27928254596412,3,f,Yellow,F
2169,0.0014383498048603273,0.19187772457590163,22.593412944891323,3,w,yellow-orange,B
2157,0.002018555416463535,0.11202450045262302,18.82141262136136,5,w,"Red,Blue",K
2840,0.0021735819851488826,0.15222932330232883,21.131966119948682,2, ,"Red,Blue",K
2983,0.0023230256117823733,0.10379640720340849,16.293633280592648,1,r,Yellow,O
2919,0.0020307080125232394,0.18055284977799388,18.40563062862712,1, ,white,G
2694,0.0023328375245737156,0.14744416122252296,16.737634590020637,1,f,white,A
2046,0.0007293160434453465,0.19199497475646138,18.274399490559844,1,n,Yellow,K
2340,0.0011275087779529587,0.19330212012627968,16.06750411598113,3, ,Yellow,K
2168,0.0009231368849070907,0.17998053534410707,23.46693150897061,0,r,yellow-orange,K
2512,0.002087788561188251,0.18528289969228817,16.349318273768564,2, ,Yellow,K
2404,0.0023548591209955616,0.14062400770375166,21.034870257318058,3,r,yellow-orange,O
2901,0.000685126366163541,0.19650546905485236,16.030040432487393,3,D,white,O
2152,0.0012160620579317815,0.13813428602550076,15.144779127859449,1,a,"Red,Blue",F
2284,0.00029713408227668894,0.10915872760944421,17.04890285463677,1,B,white,O
2999,0.002293170358208641,0.13463650190093646,24.22366481083217,3,w,yellow-orange,O
2362,0.00011851072904333773,0.16001301787222116,22.86024786040086,5,D,white,M
2120,0.0013884572511158114,0.16282859626240914,17.580401945980462,3,B,Yellow,O
2593,0.0006669154342507126,0.15941197139294022,15.618925770593947,3,w,"Red,Blue",A
2618,0.0023736922028061865,0.10516949243819314,16.514629714177502,0,D,yellow-orange,B
2934,0.0023059397718555264,0.10121637082854885,21.690248489304516,1,w,yellow-orange,B
2282,0.0017734981363198197,0.1945880601081158,23.918900333687773,0,w,white,A
2849,0.0023764099334438434,0.1527463157748232,24.752223728893597,2,B,Yellow,B
2682,0.0016646032951095477,0.19018371961639488,24.865452838325538,4,f,yellow-orange,O
2754,0.0014798786944720634,0.11363518116407645,17.006424799564037,5,a,yellow-orange,G
2706,0.0018837797925113076,0.10964323738193166,18.03018178427273,0,w,white,A
2625,0.001307002305831507,0.16005819876274058,23.932055733520038,3,a,Yellow,A
2406,0.0007343608475207745,0.13812427613991352,24.573873663225903,3,r,Yellow,O
2424,0.0024869781336969423,0.11450207657374183,20.451119344390236,5,a,Yellow,M
2654,0.0015849655768687147,0.10879932040239752,18.74015335393249,3,r,"Red,Blue",O
2200,0.0022904847342837048,0.17953135085375557,24.397734347594387,5,r,"Red,Blue",O
2768,0.0003414113240283623,0.14956383197530423,20.29156466686845,2,w,"Red,Blue",F
2107,0.0007935369803942379,0.18194183943604375,15.821839206047414,4,n,white,K
2139,0.00017218284137502878,0.17280838026787315,20.534005400390175,5,f,yellow-orange,G
2069,0.0019763888536591147,0.13864741860900956,23.548650960072834,3,o,white,F
2094,0.002155272352710782,0.11604416965540963,20.082305267933037,1,D,yellow-orange,F
2978,0.0017835911985846133,0.10602902935291518,20.560086313798838,2,w,Yellow,M
2343,0.0010718335722874526,0.1749097569226961,25.090229251500677,5,o,"Red,Blue",O
2446,0.0014777940772431229,0.13213221016740295,22.05717924479653,2,r,Yellow,K
2573,0.00019711806869321082,0.18604794335001226,21.462621012586077,3,r,Yellow,M
2998,0.0013627298927246126,0.1435364560220561,18.199276370777067,2,a,white,K
2388,0.0006347427455530326,0.117395256460275,18.179337806900485,4,w,yellow-orange,B
2743,0.0005585267323132734,0.14397674355298168,21.763977925545966,3,B,yellow-orange,M
2530,0.001821885680899405,0.14796280404262396,19.472459013022593,3,n,Yellow,F
2352,0.0003466915040628408,0.15439587189409812,16.839455539475473,3,r,Yellow,B
2452,0.0005907367732078556,0.146921401744961,17.516564467248877,2,r,yellow-orange,B
2036,0.0023080733111096635,0.1151090938249652,25.09049864132389,1,D,Yellow,M
2200,0.0015662358521750645,0.15419764053085924,16.845294637681974,5,n,yellow-orange,B
2336,0.002404721329285866,0.13019445880060937,21.699672145233023,3,o,"Red,Blue",O
2963,0.00038982685767603286,0.19638564141821124,23.69600616987396,3,w,yellow-orange,K
2874,0.002225172434910575,0.13289215641783264,24.49787831511599,1,B,white,K
2002,0.0022761759155677003,0.14995756295460086,22.068619342075326,2,B,yellow-orange,M
2001,0.001460603371620112,0.14442940443985186,23.76538336023181,0,D,"Red,Blue",K
2409,0.0012694156580080377,0.12388870711888411,24.743323299929163,4,a,"Red,Blue",B
2555,0.001609295750034657,0.12555782437087415,20.608882301391716,2,w,"Red,Blue",B
2071,0.0019169300389487913,0.15013816492552468,24.935017891174773,2,D,Yellow,B
2150,0.0017678608172055261,0.19838784696245618,18.490841585604848,2,o,yellow-orange,M
2447,0.0009101544227606546,0.1983451727442991,17.622371966076365,2,a,white,B
2254,0.000885219785524503,0.14213202861291818,23.618069193849543,3,B,white,B
2272,0.0004070468398028178,0.1571560619859773,23.044863482688935,4,o,Yellow,K
2110,0.0017059052751455615,0.1107426338074052,15.810024107526138,0,D,"Red,Blue",O
2682,0.0017364789950978354,0.1496060355146428,20.33628222106143,3,r,Yellow,K
2993,0.0012096013335591578,0.13470475134470497,15.287791485838003,3, ,white,F
2544,0.0017106470820613816,0.1322726303738913,20.99035770655244,4,f,Yellow,A
2983,0.0007472360408423977,0.14202909281849851,16.709895966500508,3,w,Yellow,G
2032,0.002054533136001188,0.18389696552133555,21.908813739925932,0,r,"Red,Blue",M
2538,0.0014761856295240968,0.13945325972375397,21.212609869348206,4,B,yellow-orange,M
2260,0.00027057328355000517,0.14962259029414074,18.696298466277035,2,o,"Red,Blue",B
2727,0.0002380921011775379,0.18255515935193273,18.819178702964507,5,B,yellow-orange,A
2521,0.0018233198376506475,0.14767191496255033,16.89101312715879,3,B,yellow-orange,K
2647,0.0023230937815231618,0.18106319494996753,19.735452496549705,4,f,yellow-orange,K
2956,0.0014385648855732287,0.16300883734233323,21.642225093574577,4,a,"Red,Blue",A
2073,0.0001496260237992922,0.16865110041247527,21.880387248718336,2,n,Yellow,K
2185,0.0015863683972198687,0.18790158150376957,21.766521044189286,3,w,"Red,Blue",A
2567,0.002140311162415783,0.12022274083138937,21.06801927124892,5,w,white,G
2976,0.002473427769669822,0.1554426960498622,16.678737483669916,3,n,white,M
2606,0.0021861438248959386,0.18703635498564158,22.054950120789826,3,a,white,K
2307,0.00023237047623549069,0.11058037109057796,24.056980873056567,5,r,yellow-orange,K
2626,0.0013402342607237976,0.18675510228934095,17.362578993401524,3,n,"Red,Blue",A
2422,0.0013989408182135145,0.18332859284468822,24.680555238772236,0,o,"Red,Blue",F
2155,0.0008585609494084057,0.12296064857268683,16.5451785945725,0,r,white,F
2705,0.0003381791114608245,0.1374437224682561,18.31975478905442,5,o,Yellow,K
2591,0.0007226813848947586,0.1684717656833663,19.002261106942022,1,f,Yellow,F
2858,0.00225959236029939,0.10825028165278495,19.70931556796711,4,w,"Red,Blue",A
2723,0.0017159094384071752,0.15373173249854585,20.730000393036565,3,f,Yellow,A
2103,0.0018134770297537274,0.18235402097528816,16.054589729235037,5, ,Yellow,G
2490,0.001561429759312534,0.13808001908943646,22.053447829712592,4, ,Yellow,A
2342,0.0013275883312117752,0.18000765505211477,24.13832075708638,5,D,yellow-orange,F
2466,0.0017227369060204174,0.18573510060929052,18.133761405356196,2,w,"Red,Blue",A
2173,0.0014738834230624753,0.13676424261603837,23.26523347806337,5,w,white,M
2699,0.0013367792879405494,0.17757634084581006,21.52791490452951,5,w,Yellow,M
2636,0.0011440254791463375,0.1825883480424812,22.283816489431445,4,r,Yellow,G
2987,0.0020371760722255714,0.1630159311214036,16.151748295267428,3,w,white,K
2121,0.0012569093653785608,0.12813994075120572,19.442698151734746,1,r,Yellow,A
2748,0.0008810242392574683,0.1838804698463268,15.945185701337092,0,r,white,K
2371,0.0007289831023672937,0.1354147024020096,21.788858158012832,1,w,white,B
2185,0.0016121906880401272,0.1683279981904812,18.333219698580354,4,o,yellow-orange,K
2314,0.0017404927224892544,0.12874134236303333,24.571015322940816,3,f,white,B
2613,0.0018957494178093433,0.11460731788810108,18.475156219374924,0,o,Yellow,G
2183,0.002424759317454877,0.14941145988171148,22.916623680584813,1,n,"Red,Blue",B
2644,0.0009532115101545292,0.11479011649845995,24.683073311811384,4,D,white,A
2901,0.000412063718213752,0.1842254734877479,22.82176571568338,4, ,"Red,Blue",B
